,comment,username,time,like
11129,up其实可以不用站队，直接讲战争沙盘就好了,赛先生不可能这么可爱,2023-10-17 21:20,1509.0
11130,我对杰森在俄乌和巴以的观点都不怎么认同，但不妨碍我几乎每期必看。因为有耐心收集各方资料，尽可能控制情感输出，还能把沙盘做的如此易懂的up真的不多。很多对于杰森的攻击看起来就是无厘头，支持up把视频做下去,踱步的人-,2023-10-17 21:21,1048.0
11131,作为战争这种敏感话题的UP主，对于网络辱骂一笑而过自我调节就好，解释再多他们也听不进去的。up主基于事实继续理性分析就是我看视频学习的最大乐趣。,宅心肥厚,2023-10-17 21:15,687.0
11132,要说朋友...我中国的朋友最多。支持表达自己的意见，意见不同也可以交谈。按着头不让说话、轻易扣帽子，这都是不理性也无益于整个社会进步的。,南渊,2023-10-17 21:26,577.0
11133,你其实不用讲太多，直接讲沙盘就可以没有任何观点那多好,这名字我服了哎呦,2023-10-17 21:30,428.0
11134,保温杯每侧都能出水，不就相当于出水口裸露在外面时刻接收灰尘吗？,杨威利1999,2023-10-17 21:23,334.0
11135,唉，毕竟粉丝多了，所以说杰哥以后讲话还是得稍微注意一点会好些。,蟹dark然老板,2023-10-17 21:09,137.0
11136,无论是所谓支持消灭哈马斯，还是消灭以色列都对解决问题于事无补。落实两国协议才是最有希望的操作。,蝗国之友空一格,2023-10-17 22:05,113.0
11137,加油，杰森,幸运小脑斧,2023-10-17 21:07,76.0
11138,嗯，不管怎么说，我觉得每个人都有自己各自的观点，我觉得杰森是一个非常优秀的分享者，有很多时候你的视频也让我很有启发，我觉得不管如何有观点有差异也好，还是希望能听你的视频，得到一些更加新鲜的知识和一种不一样的看法，谢谢。,少年总希望得第一,2023-10-17 21:50,60.0
11139,很中肯，理性分析是最重要的,EnticeEl,2023-10-17 21:08,55.0
11140,我看Up就是看看国际的这两场的动向,嘉猫儿,2023-10-17 22:11,35.0
11141,理解,炭烤乌贼才叫香,2023-10-17 22:08,20.0
11142,up其实可以不用站队，直接讲战争沙盘就好了,深圳科技哇,2023-10-18 12:58,234.0
11143,好好讲沙盘就沙盘，别扯太多有的没的，非要站队就跟着国家来准没错。另外广告有点长，如果能做标识会更好，不然每次都得手动跳。,Rrrfry,2023-10-17 21:17,286.0
11144,作为一个更新战场资讯的up，只要你更新的信息客观准确，你的立场并不会影响观众看你的视频。是大帝给你打钱还是小泽给你发饷，只要不影响视频质量，对大部分观众来说都是无所谓的。这次以色列朋友事件，大家骂你也不是因为你站队以色列，而是提到以色列你就呼吁和平，提到加沙哈马斯你就明里暗里往恐怖组织上引导，这才是关键。而且在这次事件中，哈马斯表现出了相当的军事素养，整个突袭行动完全可以认定为标准轻步兵突击的军队行为，而这些在你上期视频里你是没有说的。你可以看看自己以往俄乌的视频，一场军事行动，你都会尽可能的说怎么打的，,CT家门口的罗伊姥爷,2023-10-17 23:14,118.0
11145,不如说话术上得学习，推荐个分析大佬话术的up @鹏城杰森,あらしの製造,2023-10-18 01:44,57.0
11146,虽然一再强调中立，一再强调希望和平，但是选择的材料本身就反映了作者的态度。作者可以给朋友同情，但是作者把它扩大为对这场冲突的态度，这是问题所在。,非平凡左理想,2023-10-18 10:56,114.0
11147,你可以这么说，我也有以色列的朋友，我在吉布提工作的时候有个以色列的工程师，但是我依旧会支持巴勒斯坦，包括我和他聊天中我就和他说过，我支持巴勒斯坦。你支持谁是你的问题，但是你作为一个做沙盘的中立up，说出这句话来难道不是你的问题吗？,My_Account_,2023-10-17 21:19,336.0
11148,不要为了理性而理性，没有感性基础的理性都是装出来的，那会丢失真正的理性；不要为了客观而客观，可以辩证的看待问题，但不能没有立场和原则，那也会丢失真正的客观！,这个昵称该不存在了吧,2023-10-18 00:17,27.0
11149,"我倒是对UP有没有以色列的朋友无所谓
但是我讨厌那句
哈马斯的这次行动让巴勒斯坦仅剩的家园化为灰烬
你是做沙盘的，对巴以冲突追根溯源比我们这些吃瓜的要更详细吧
如果我理解没错的话
巴勒斯坦已经被慢刀子割肉快割完了吧？
现在不干的话应该过几年就没了吧？
还是说我理解有问题？",御天梦鸣,2023-10-18 12:24,174.0
11150,内塔尼亚胡甚至让球长司机回以色列参战，因为司机是在特拉维夫长大的,会上树的猪1989,2023-10-17 22:09,15.0
11151,我觉得哈，俄乌解说的时候很中立，后面被人说是收了卢布，甚至偏向乌克兰，没啥问题。但是解说巴以，我很明显感觉是偏向以的，可能是鹏程杰森自己没有感觉到，觉得自己很中立……那些骂人的确实很过分，但是嘛……我记得第一个巴以视频好像确实叫过恐怖主义，不知道是我记错了还是没认真看……说明确实有点问题的,硬度麥殼,2023-10-17 23:11,38.0
11152,刚才刷到了一个川大华西医学院的巴勒斯坦留学生，冲突开始后义无反顾的回到了巴勒斯坦救死扶伤，目前已经在以色列的轰炸下牺牲了。很难用语言去形容，理论上他博士毕业已经属于高知分子，他有着光明的未来，然而他还是回去了，就好比1949年时候的太多先辈。平庸者会死，苟且偷生者会死，贪生怕死者也会死，生者皆会死，然为国为民，为天下苍生，为公益者也会死，生于天地间当有为天下者向死之心，星星之火生生不息……,Ultimater,2023-10-19 18:19,87.0
11153,杰哥你要理性就别带个人情感聊这些国家情仇,1219丶鬼鬼,2023-10-17 21:12,82.0
11154,合着做了那么多关于分析大佬语言技巧的视频全无私奉献给观众们了，别人还没下套自己就给自己套进去了,GYOO7,2023-10-17 21:45,191.0
11155,问题就是杰森说哈马斯给了内塔尼亚胡机会。可是内塔尼亚胡极右内阁就算倒台，能上来回到67线的内阁？能拆除已有定居点隔离墙？能鉴定执行两国方案？拉宾都死了，以色列没人会选和解这条路，哈马斯也不信以色列会有这样的内阁。哈马斯不给机会，内塔尼亚胡就没机会了吗？七七事变怎么来的呢？帝国主义者是不会放弃既得利益，也不会放弃吞并他人的利益。巴勒斯坦人是最明白这点的，哈马斯才会赢得选举，赢得人心。哈马斯从来就不是威胁。法塔赫这些年给巴勒斯坦赢得一点利益，哈马斯都无路可走，可是法塔赫有吗？,NEOGENXX,2023-10-17 21:46,160.0
11156,能讲一下你的以色列朋友吗？,幽兰黛尔_Miss,2023-10-18 11:00,98.0
11157,无论你是否能看见，我觉得你还是没弄明白，如果没有以色列，你那个朋友能安安稳稳当三个孩子的父亲，根本不用和谁拼个你死我活。而巴勒斯坦5次战争5次战败，他们需要的不是彻底打赢以色列，而是希望！是自己的希望也是周边国家的希望！之前是埃及现在是沙特，等大家都放弃了就晚了！巴以和俄乌不一样，有些事情不是什么利益不利益的，而是生死存亡！这就是你一直看不懂的原因！,永久龙,2023-10-17 22:18,85.0
11158,开头这几句我就忍不了了，你说以有同情巴勒斯坦的，不可否认或许真有。但你拿内塔尼亚胡出来说事就是乱扯因果。内塔尼亚胡从96年开启起起落落当了十几年总理了，几年：前就有人很多人反对他。近些年他支持率本来也就不高，冲突爆发之后他支持率下滑是因为“民众对安全的担忧”，而不是因为什么对巴的同情掉的。,漉雪_Luxue,2023-10-18 17:00,173.0
11159,如果你真的觉得没啥问题的话，为啥会删视频呢？,超级闪光弹,2023-10-17 21:17,134.0
11160,这话得看在那儿说，杰哥你私聊祝他活着肯定没问题，可能就是在视频里这么说会让一些网友误会吧。,ServiusGalba,2023-10-17 21:23,32.0
11161,"其实完全可以出一期：以色列朋友怎么看待袈裟医院被炸。我们也想听一听以色列朋友是怎么想的。
以色列军方不能代表所有的以色列人，让那个朋友谈一谈真正以色列人民的想法",最如凡,2023-10-18 13:00,105.0
11162,虽然以色列朋友炸死了医院里无辜的孩子，但同时也失去了陪伴他三个孩子的假期时间....真是太惨了！,陌上品茗,2023-10-18 13:46,483.0
11163,"我在日本从本科读到了博士，结交了很多日本人朋友
他们是日本人，但他们是我朋友；他们是我朋友，但他们是日本人
共勉",艾酱墨央,2023-10-17 22:43,13.0
11164,我有这样一种假设：如果没有这次巴以冲突，巴勒斯坦在中东大和解的背景下慢慢悄无声息的就被吞并了，而有了这次冲突，还有一丝建国的希望。不知道这种判断有没有根据。,噼里啪啦贱贱,2023-10-18 00:55,44.0
11165,还好杰哥的朋友只是一个狙击手，不是一个飞行员。,混乱之痕,2023-10-18 11:25,53.0
11166,互联网就算有记忆，也没有这么短啊,清心寡欲的天王,2023-10-17 21:12,88.0
11167,你真实的想法=/=理性，你知道这点就好。只是你自己认为的而已。,ぺぺぺ小屎丸,2023-10-17 21:31,157.0
11168,我就很简单了，我跟着国家的表态走，那国家的表态是中立吗，大家可以自己搜搜看，杰森那期最后一波的叙事和表达确实也有问题，升华失败了属于是，而且这是公共平台，被观众们逮住，大家玩梗拿你开心，杰森也别太较真，继续好好做自己的沙盘吧,发腮小黄,2023-10-17 22:00,62.0
11169,既然是汇总信息做视频，那么一些称呼得说明白吧，比如对哈马斯的称呼。讲沙盘就讲沙盘别夹带私货,文学少女心叶,2023-10-18 15:45,21.0
11170,上期是薄弱不堪的纵深，这期就是十六年地道了？,飞青雾,2023-10-17 21:17,149.0
11171,有朋友碰到难处，作为朋友肯定会共情下，人很难太过理性，但这种共情是否需要想公众输出确实要讲方式方法，站在广大群众面前这点你的共情是否需要输出，符不符合正确的价值观，不能因为你跟人家关系好，就帮人家说话。大义灭亲自古以来都很难，但是尽量就事论事或者不发表意见,84215633658_bili,2023-10-17 21:55,51.0
11172,杰森开始大幅度提纯啦！大家加油,黑暗的理性,2023-10-18 03:20,80.0
11173,"我选择继续观看视频...不过我必须指出开头的这段话里有两个逻辑上的偷换概念...
第一个：
有印度朋友和支持印度当然不是一回事，但是个人人际关系显然会影响到人的情感投射和偏向，这是自然产生的社会和人类社交现象，除非你完全站在客观中立摒弃情感的理性角度以此分析，但是显然在提到立场观点的过程中，你并没有这样做。
不过人非圣贤，况且大家也只不过是网友罢了，只要杰森没有变成高呼支持以色列进行大屠杀，还抱有一个基本的是非观，我个人可以暂时对此持保留看法。

第二个：

是否存在同情巴勒斯坦的犹太人和以色列人？是的，",141特勤队大胡子普莱斯,2023-10-18 21:49,49.0
11174,还是那句话，无论你想不想戴上这顶帽子，一旦戴上了就很难摘下，也许在后世的历史书上会持中立态度，但身处这个时代的人们或多或少是有立场偏向，这种“good luck”的话放到公共场合肯定是不大合适的,血喙,2023-10-17 21:31,12.0
11175,UP的视频我都看了，确实没啥毛病！这个世界是复杂的，有些事情确实不能站队，都说了做人要留一线。,名字想不出来被占用太多只能长一点,2023-10-17 21:25,15.0
11176,认真做你战线吧，你自己那些观点初听没什么问题，回头再想想总感觉哪怪怪的，所以最近看你视频都是掐头去尾的。另外，在这个平台做缺战线分享的，大方向分析的真不缺你一个。,蝶觅凡,2023-10-17 21:40,68.0
11177,建议以后注意立场保持与中国外交部一致即可。很显然巴以冲突这事上你无视了我国官方的立场，作为百万粉丝的博主，这么做不应该啊。吸取教训吧。,蓝天白云绿水青,2023-10-17 21:18,56.0
11178,这一波我站王毅这边,统--祖国,2023-10-18 11:17,116.0
11179,这次俄乌冲突里高喊“支持所有保卫自己家园的战士”的人都哪去了？怎么不喊了呢,心若苍井空似水,2023-10-08 23:23,573.0
11180,有幸生活在了一个和平的国家！,夏天de水,2023-10-08 19:50,161.0
11181,可汗两年前做的以色列的那期视频，现在有1000+人在看，可见大家对此事的关注,老虎偶尔滴神,2023-10-08 20:21,1249.0
11182,只是有幸能够生活在有能力维护和平的国家,daydaydays,2023-10-08 21:08,75.0
11183,自从今年三月沙特和伊朗历史性握手之后，命运的齿轮已经悄悄开始转动……,山野鹿鹿,2023-10-08 20:25,312.0
11184,大的要来了,累了困了睡觉吧,2023-10-08 19:33,55.0
11185,"The United States stands with the state of Israel ... full stop.

“full stop”如果平常直译就是“句号”，但放在句末表强调“言至于此，不再多说”的意思。

圆脸可能是用软件生成的字幕，翻译的太直了，让大家产生了一些误解。
拜登这话其实没有错，并不是弹幕以为的他把稿子上的“句号”都读出来了。",下了毒的鸡汤,2023-10-08 22:16,1515.0
11186,"经典Four stage strategy. 现在是Stage two——Something may be going to happen, but we should do nothing about it.🤣",饺子馅のEA,2023-10-08 19:48,1630.0
11187,我现在工作学习之余最大的乐趣就是看国内双方支持车在网络上口嗨，然后某些人说着说着就暴露了自己非正规工作收入之外的收入是那种货币,百年祈愿,2023-10-08 20:09,247.0
11188,学校门口卖的仿乐高积木人估计有新题材了，之前在网上看到了卖“俄乌冲突”的积木人玩具,白山君star,2023-10-08 19:39,260.0
11189,"之前看过一个up主说过，为了避免被人说ky就不提名字了
“这个世界上不是所有的国家都配拥有尊严的”
“生存和发展本就是一种奢侈，只是身处奢侈之中的人浑然不觉罢了”",苏维埃高哥,2023-10-08 22:21,5795.0
11190,相比于这些，其实我更关心对于我们国家会有什么影响，我们在中东的利益，比如一带一路等等,旺旺喵美人,2023-10-09 10:41,42.0
11191,我真感觉下一个十年真的是机遇和危险共存的十年了，但是我还没做好准备,同心归诸寂,2023-10-09 00:40,408.0
11192,批判的武器代替不了武器的批判，联合国谴责再多次，效果也不如哈马斯打的几发火箭弹,冷杉领的安蒂缇娜,2023-10-08 19:40,1182.0
11193,"如果这时候.....北方的将军也趁机南下咧？
想想就觉得刺激",TJYE,2023-10-08 19:39,2214.0
11194,宗教在某些方面确实有点好处，但是坏处实在是太大了。说实话，除非有一方在肉体上被彻底消灭，这样的问题真的无解！,几甜の圣骑士张文远,2023-10-08 19:42,43.0
11195,一天涨一万粉啊,波士顿土圆,2023-10-08 19:36,52.0
11196,我就想看乌贼和鱿鱼合体后能变成啥,现世之虚,2023-10-08 23:47,141.0
11197,小时候电视新闻里天天播放以巴战争的新闻，现在又开始了,森哥钓鱼带锤子,2023-10-08 19:48,177.0
11198,终于可以端起饭碗了,黎明的叹息,2023-10-08 19:35,1017.0
11199,其实很多人不了解2006年黎巴嫩战争，真以为以色列天兵天将，了解一下就知道以军表现是意料之中。,心如止水szt,2023-10-08 20:32,414.0
11200,"其实当前世界战争地区不少，东欧俄乌，西亚巴以也门叙利亚黎巴嫩，南亚印巴缅甸，非洲马里尼日尔利比亚苏丹刚果埃塞俄比亚布基纳法索，南美哥伦比亚，还有联合国的十二个维和团队所在地等等

因信息时效性有限，以上信息可能有遗漏的国家或地区，也有可能已基本恢复和平的，正如国防部吴谦所说，我们不是在一个和平年代，只是在一个和平的国度",漫天飞刀,2023-10-08 19:58,1433.0
11201,巴以冲突只能等东西方两大国的角逐尘埃落定才能真正告一段落。不仅是巴以冲突，台海，印巴，南北朝，俄乌冲突等等。只要决不出胜负，那问题永远也解决不了,柚恩高血糖,2023-10-08 21:03,77.0
11202,"你们打开地图搜一下巴勒斯坦，
在地图上已经快看不到这个国家了。",即受永昌,2023-10-08 19:37,1025.0
11203,哪天以色列从地图上消失我都不会感到惊讶,零贰派蒙,2023-10-08 21:46,85.0
11204,世界太复杂，无非是利息。如果以这群人说什么以上帝的名义，经书的名义，这块土地属于他们。那么我假设，他们也要是虔诚的信徒才有资格对吧？这简单了，所有以人，默背经书前一百章一字不差，就有资格生活在这里。不过分吧，圆周率都有人背到几万位了啊，何况对教的虔诚呢？,晴天小雀雀,2023-10-08 22:18,81.0
11205,"巴勒斯坦国歌.我的救赎:
我的国，我的国，我的国，我的土，我的土，我先祖的土，我的救赎，我的救赎，我的救赎。
我的民，永恒的民，倚仗我的决心，我的火和我怨恨的火山，依仗着我血液中对我土和我家乡的的渴盼，我已翻过群山。
我身已经百战，我已征服了不可征服的，我已穿越前线，依仗风的决心和武器的火焰，以及我族的决心，在抗争的土地。
巴勒斯坦是我的乡土，巴勒斯坦是我的火，巴勒斯坦是我的怨恨和我抵抗之地，以我旗下的誓言，以我土我族，和伤痛的火，我会以救赎为生，我会一直做一个救赎者，我会用尽我的救赎——直到我的国回归，",好吧好很多了,2023-10-08 20:41,6474.0
11206,滑翔伞突击可太科幻了,敏捷的祺宝宝,2023-10-08 19:36,2691.0
11207,耶稣在世的时候都没解决，更何况现在,粉碎机Zz,2023-10-08 23:05,91.0
11208,俄乌战场消化不了美利坚的武器产能了，所以要找新的战场,巴山剪烛,2023-10-08 23:01,52.0
11209,【【巴以冲突(1/2)】一口气看完巴勒斯坦、以色列千年史 | 整理巴以冲突的渊源-哔哩哔哩】 【巴以冲突(1/2)】一口气看完巴勒斯坦、以色列千年史 | 整理巴以冲突的渊源  这里就不得不推荐一下这个up的视频了，带你从历史宗教层面搞清楚为什么中东老是打架。,日暮里蕉警,2023-10-08 20:04,28.0
11210,不知道大家有看fate的吗，昨天巴以冲突刚好也是红a线卫宫士郎在中东死亡并和自制力签订契约成为守护者的世界，同时冲突时死亡的平民也差不多都是500人,桜花坠落之时,2023-10-08 20:01,271.0
11211,敢于亮剑，虽九死其犹未悔。。。致敬哈马斯单程票的滑翔空降兵,杜卡迪ddjj,2023-10-09 23:12,1855.0
11212,自俄乌始，又进入动荡期了,沃爱迪价值留个笔,2023-10-08 19:38,42.0
11213,征乌响，征以响，征练响，听着多么耳熟啊,陶沐谦,2023-10-08 19:40,6419.0
11214,"白灯！保大还是保小？保大还是保小？

泽圣：壁灯！佩洛西！弹药在哆过哒？",编制箴言的灵魂在行走,2023-10-08 19:46,271.0
11215,"讲道理，最近圆脸视频pc网页端，经常第一次刷不到  有没有其他小伙伴有同样体验的？
感觉近几周已经发生过5,6次了，拿今天举例，开电脑扫一眼视频更新，发现圆脸只发了个动态，掏手机一翻，发现有视频，pc端的视频得再刷新一次才出",阴阳宝袋扣肉包,2023-10-08 22:51,117.0
11216,"你们认为谁会赢？
一边是武装到牙齿的现代化军队，另一边是穿着拖鞋破衣拿着老式扛枪的农民军队。",民国豌豆,2023-10-08 19:43,1738.0
11217,小勋啊，给他整个活儿,阿原家的小鹿,2023-10-08 19:46,435.0
11218,依我看，以色列方面必须放弃次要城市，集中主力于加沙两侧，做攻势防守，这样既可确保后方，拱卫耶路撒冷，又握有12万强大机动兵力，可待机寻求决战。这样的部署确如马奇诺之蛇，击其首则尾至，击其尾则首至，击其中则首尾俱至。,王骁Abiert,2023-10-08 20:31,2682.0
11219,这次俄乌冲突里高喊“支持所有保卫自己家园的战士”的人都哪去了？怎么不喊了呢,心若苍井空似水,2023-10-08 23:23,573.0
11220,有幸生活在了一个和平的国家！,夏天de水,2023-10-08 19:50,161.0
11221,可汗两年前做的以色列的那期视频，现在有1000+人在看，可见大家对此事的关注,老虎偶尔滴神,2023-10-08 20:21,1249.0
11222,只是有幸能够生活在有能力维护和平的国家,daydaydays,2023-10-08 21:08,75.0
11223,自从今年三月沙特和伊朗历史性握手之后，命运的齿轮已经悄悄开始转动……,山野鹿鹿,2023-10-08 20:25,312.0
11224,大的要来了,累了困了睡觉吧,2023-10-08 19:33,55.0
11225,"The United States stands with the state of Israel ... full stop.

“full stop”如果平常直译就是“句号”，但放在句末表强调“言至于此，不再多说”的意思。

圆脸可能是用软件生成的字幕，翻译的太直了，让大家产生了一些误解。
拜登这话其实没有错，并不是弹幕以为的他把稿子上的“句号”都读出来了。",下了毒的鸡汤,2023-10-08 22:16,1515.0
11226,"经典Four stage strategy. 现在是Stage two——Something may be going to happen, but we should do nothing about it.🤣",饺子馅のEA,2023-10-08 19:48,1630.0
11227,我现在工作学习之余最大的乐趣就是看国内双方支持车在网络上口嗨，然后某些人说着说着就暴露了自己非正规工作收入之外的收入是那种货币,百年祈愿,2023-10-08 20:09,247.0
11228,学校门口卖的仿乐高积木人估计有新题材了，之前在网上看到了卖“俄乌冲突”的积木人玩具,白山君star,2023-10-08 19:39,260.0
11229,"之前看过一个up主说过，为了避免被人说ky就不提名字了
“这个世界上不是所有的国家都配拥有尊严的”
“生存和发展本就是一种奢侈，只是身处奢侈之中的人浑然不觉罢了”",苏维埃高哥,2023-10-08 22:21,5795.0
11230,相比于这些，其实我更关心对于我们国家会有什么影响，我们在中东的利益，比如一带一路等等,旺旺喵美人,2023-10-09 10:41,42.0
11231,我真感觉下一个十年真的是机遇和危险共存的十年了，但是我还没做好准备,同心归诸寂,2023-10-09 00:40,408.0
11232,批判的武器代替不了武器的批判，联合国谴责再多次，效果也不如哈马斯打的几发火箭弹,冷杉领的安蒂缇娜,2023-10-08 19:40,1182.0
11233,"如果这时候.....北方的将军也趁机南下咧？
想想就觉得刺激",TJYE,2023-10-08 19:39,2214.0
11234,宗教在某些方面确实有点好处，但是坏处实在是太大了。说实话，除非有一方在肉体上被彻底消灭，这样的问题真的无解！,几甜の圣骑士张文远,2023-10-08 19:42,43.0
11235,一天涨一万粉啊,波士顿土圆,2023-10-08 19:36,52.0
11236,我就想看乌贼和鱿鱼合体后能变成啥,现世之虚,2023-10-08 23:47,141.0
11237,小时候电视新闻里天天播放以巴战争的新闻，现在又开始了,森哥钓鱼带锤子,2023-10-08 19:48,177.0
11238,终于可以端起饭碗了,黎明的叹息,2023-10-08 19:35,1017.0
11239,其实很多人不了解2006年黎巴嫩战争，真以为以色列天兵天将，了解一下就知道以军表现是意料之中。,心如止水szt,2023-10-08 20:32,414.0
11240,"其实当前世界战争地区不少，东欧俄乌，西亚巴以也门叙利亚黎巴嫩，南亚印巴缅甸，非洲马里尼日尔利比亚苏丹刚果埃塞俄比亚布基纳法索，南美哥伦比亚，还有联合国的十二个维和团队所在地等等

因信息时效性有限，以上信息可能有遗漏的国家或地区，也有可能已基本恢复和平的，正如国防部吴谦所说，我们不是在一个和平年代，只是在一个和平的国度",漫天飞刀,2023-10-08 19:58,1433.0
11241,巴以冲突只能等东西方两大国的角逐尘埃落定才能真正告一段落。不仅是巴以冲突，台海，印巴，南北朝，俄乌冲突等等。只要决不出胜负，那问题永远也解决不了,柚恩高血糖,2023-10-08 21:03,77.0
11242,"你们打开地图搜一下巴勒斯坦，
在地图上已经快看不到这个国家了。",即受永昌,2023-10-08 19:37,1025.0
11243,哪天以色列从地图上消失我都不会感到惊讶,零贰派蒙,2023-10-08 21:46,85.0
11244,世界太复杂，无非是利息。如果以这群人说什么以上帝的名义，经书的名义，这块土地属于他们。那么我假设，他们也要是虔诚的信徒才有资格对吧？这简单了，所有以人，默背经书前一百章一字不差，就有资格生活在这里。不过分吧，圆周率都有人背到几万位了啊，何况对教的虔诚呢？,晴天小雀雀,2023-10-08 22:18,81.0
11245,"巴勒斯坦国歌.我的救赎:
我的国，我的国，我的国，我的土，我的土，我先祖的土，我的救赎，我的救赎，我的救赎。
我的民，永恒的民，倚仗我的决心，我的火和我怨恨的火山，依仗着我血液中对我土和我家乡的的渴盼，我已翻过群山。
我身已经百战，我已征服了不可征服的，我已穿越前线，依仗风的决心和武器的火焰，以及我族的决心，在抗争的土地。
巴勒斯坦是我的乡土，巴勒斯坦是我的火，巴勒斯坦是我的怨恨和我抵抗之地，以我旗下的誓言，以我土我族，和伤痛的火，我会以救赎为生，我会一直做一个救赎者，我会用尽我的救赎——直到我的国回归，",好吧好很多了,2023-10-08 20:41,6474.0
11246,滑翔伞突击可太科幻了,敏捷的祺宝宝,2023-10-08 19:36,2691.0
11247,耶稣在世的时候都没解决，更何况现在,粉碎机Zz,2023-10-08 23:05,91.0
11248,俄乌战场消化不了美利坚的武器产能了，所以要找新的战场,巴山剪烛,2023-10-08 23:01,52.0
11249,【【巴以冲突(1/2)】一口气看完巴勒斯坦、以色列千年史 | 整理巴以冲突的渊源-哔哩哔哩】 【巴以冲突(1/2)】一口气看完巴勒斯坦、以色列千年史 | 整理巴以冲突的渊源  这里就不得不推荐一下这个up的视频了，带你从历史宗教层面搞清楚为什么中东老是打架。,日暮里蕉警,2023-10-08 20:04,28.0
11250,不知道大家有看fate的吗，昨天巴以冲突刚好也是红a线卫宫士郎在中东死亡并和自制力签订契约成为守护者的世界，同时冲突时死亡的平民也差不多都是500人,桜花坠落之时,2023-10-08 20:01,271.0
11251,敢于亮剑，虽九死其犹未悔。。。致敬哈马斯单程票的滑翔空降兵,杜卡迪ddjj,2023-10-09 23:12,1855.0
11252,自俄乌始，又进入动荡期了,沃爱迪价值留个笔,2023-10-08 19:38,42.0
11253,征乌响，征以响，征练响，听着多么耳熟啊,陶沐谦,2023-10-08 19:40,6419.0
11254,"白灯！保大还是保小？保大还是保小？

泽圣：壁灯！佩洛西！弹药在哆过哒？",编制箴言的灵魂在行走,2023-10-08 19:46,271.0
11255,"讲道理，最近圆脸视频pc网页端，经常第一次刷不到  有没有其他小伙伴有同样体验的？
感觉近几周已经发生过5,6次了，拿今天举例，开电脑扫一眼视频更新，发现圆脸只发了个动态，掏手机一翻，发现有视频，pc端的视频得再刷新一次才出",阴阳宝袋扣肉包,2023-10-08 22:51,117.0
11256,"你们认为谁会赢？
一边是武装到牙齿的现代化军队，另一边是穿着拖鞋破衣拿着老式扛枪的农民军队。",民国豌豆,2023-10-08 19:43,1738.0
11257,小勋啊，给他整个活儿,阿原家的小鹿,2023-10-08 19:46,435.0
11258,依我看，以色列方面必须放弃次要城市，集中主力于加沙两侧，做攻势防守，这样既可确保后方，拱卫耶路撒冷，又握有12万强大机动兵力，可待机寻求决战。这样的部署确如马奇诺之蛇，击其首则尾至，击其尾则首至，击其中则首尾俱至。,王骁Abiert,2023-10-08 20:31,2682.0
11259,我的号莫名其妙零点多自己上线在巴以问题评论了个中立,如诗如画y,2023-10-09 07:05,381.0
11260,我只说一个名字 杜照宇,iberd,2023-10-08 20:37,1297.0
11261,我测，说零陆年那件事的评论没了？,秋风起秋枫落,2023-10-08 19:44,74.0
11262,热知识，叙利亚地震的时候，以色列还在轰炸叙利亚,血染的汉旗,2023-10-08 21:08,1017.0
11263,什么叫做坚如磐石？磐石无转移，它能动吗？动了还叫什么磐石。坚如磐石翻译一下就是友军有难，不动如山。,工木クロハネ,2023-10-08 19:41,149.0
11264,海边也要缓冲地的，猫子连对面的美洲以前那点地，也想要回来的,海鹰OVO,2023-10-08 19:52,12.0
11265,他的爷爷倒在了这片土地，他的父亲倒在了这片土地的战场，他现在站在这片土地上，不知是土地还是战场，但是他已无法回头，唯有向前。,撸猫猫最快乐,2023-10-08 20:46,192.0
11266,小时候看新闻，哈马斯，汽车炸弹，自杀性袭击……很不理解，觉得这种组织真可怕，太邪恶。现在人到中年，再看到那些巴勒斯坦的难民和惨死的孩子，就理解了。如果谁要这么对我的孩子，对我的家园，那么我也会做一样的选择，不惜代价，不择手段的打击敌人。,铁角海棠,2023-10-11 18:44,77.0
11267,黄子华说过，想别人知道你是个特别的人，只要说话时候把标点符号都一起读出来就行,桌了个子,2023-10-08 20:13,83.0
11268,"宗教国家的特征:信仰即是法律，只有主说的算，就算对面是联合国认证的合法主权国家，他们觉得，主说要回到故乡那就得不惯你。
到底是夺回故乡战争还是侵略战争都已经说不清了。
两边都有自己的意志，不死不休的意志。都为了『耶路撒冷这个地方』",赛罗鸽鸽涅,2023-10-10 02:27,71.0
11269,两边打不可开交，不支持任何一方 保持心态,原住民感恩美利坚,2023-10-08 19:38,9.0
11270,感谢前辈们抛头颅洒热血，为我们创造和平的生存环境。谢谢毛主席他老人家，谢谢建国先贤们,木子地山,2023-10-08 23:12,1235.0
11271,以色列的情报系统不是一直被吹上天吗？这次是咋了,大都会的月亮,2023-10-08 19:36,3825.0
11272,我们没有生活在一个和平的年代，而是有幸生活在一个和平的国家。,菜得很自闭qwq,2023-10-08 20:25,2003.0
11273,难得！有力！坚如磐石！……爸爸来了……不，儿子来了……不，爸爸来帮你了……不，儿子来帮你了……,惊睨,2023-10-08 19:56,231.0
11274,援乌援了那么多，美欧准备援以援多少呀？看他们现在的财政状况，要不把美联储送给以色列吧，直接改成以联储,温迪酱ss,2023-10-08 20:26,129.0
11275,稀宗三大征：征乌，征以，征太,德语系丶,2023-10-08 20:06,1570.0
11276,大到国家小到个人，一切都是实力说话，真理掌握在火炮射程之内。,风吹过夜雪,2023-10-09 02:59,17.0
11277,恭喜以色列喜提巴勒斯坦平凡一天的体验卡，希望再接再厉,昵称-虾仁猪心,2023-10-08 21:01,1770.0
