,comment,Username,time,like,IDIndex,platform
513,"那航线问题呢？要知道航线才是这里面最难的
以上发言仅代表个人看法如有不妥之处请见谅",天破襄碎,2023/12/7 14:11,36,2,bilibili
514,援藏人员都是有理想的人，会经常献血和出尽全力帮助他人，这女的被救属于正常情况，但是她以为自己获得了特权，首先感谢特权并洋洋得意，不仅伤了援藏者的心，还让人心寒。,汪神喜欢打酱油,2023/12/8 23:14,36,2,bilibili
515,没收到那是不是男的应该按造谣抓起来了，那可是他亲口说的，请用实际行动证明清白，捍卫和巩固政府的公信力，人民群众都等着呢，嘎嘎支持,认真的阿真,2023/12/6 19:19,39,2,bilibili
516,一眼假的事情 我建议把造谣那对夫妻抓起来 对了 这热心的卫健委能不能把流程公示一下 下次遇到类似情况 普通人也有救了,枫哥啥时候复出啊,2023/12/6 19:24,39,2,bilibili
517,好厉害啊�这不是一般人啊，这家伙资本主义大佬看了都心生羡慕。,小本本日记,2023/12/7 18:08,39,2,bilibili
518,所以把这件事的流程公布不就是了，普通人通过合理手段能享受到如此待遇，这该是大肆宣扬的正能量呀，怎么不宣传？把受助全过程公开给所有人看看，对所有人不都有利？遮掩什么,这个是很长很长的名字,2023/12/9 17:35,39,2,bilibili
519,我父亲贫血基金昏迷，想输血还要先找人献血，上哪里可以求助？,长风信陵君,2023/12/8 18:44,4,2,bilibili
520,我自己搜进来的,我会注意骑士的疯度_,2023/12/7 17:14,4,2,bilibili
521,留念第一天，希望视频不要被删。,春日枫ヽ,2023/12/12 11:56,4,2,bilibili
522,ta 的力量,吃口刀子,2023/12/15 8:17,4,2,bilibili
523,所以，是不是应该效仿一下，造谣亲属是干部中秋收礼被处罚的事件，视频是女士自己发的，内容也是女士自己发布的，内涵假消息，官方公布里也承认了，那发布虚假信息损坏国家公职人员名誉是不是该处理一下？就我举的例子，有参照。,童话镇1d2,2023/12/8 21:09,4,2,bilibili
524,捂嘴还不如把谣言公开，把谣言挂出来，让群众一起批判。真理是越辩越明的，捂嘴只会掩盖真理发酵阴谋论,蒙古海军崔提督,2023/12/6 23:07,4,2,bilibili
525,评论已消失，打了一大串秒删，信澎湃新闻还不如信中彩票得了，不清楚可以自己查澎湃新闻黑历史,萌新up主鸽子,2023/12/8 18:29,4,2,bilibili
526,好莱坞编剧都弱爆了，10万复试投注彩票，退休工人的正能量，就问这是什么大脑能开出来的脑洞,灵魂思维植物化,2023/12/7 14:18,4,2,bilibili
527,这些有闲阶级炫耀之狗徒，古往今来天下大乱之时往往是第一个被灭满门的首要目标,当末日降临,2023/12/7 15:54,4,2,bilibili
528,还想发个《是，首相》里的zz第一定律来着，居然不能发图,王嘉然今天吃塔菲捏,2023/12/9 19:32,4,2,bilibili
529,"要相信卫健委的力量
敢于求助
不行就曝光他",还好吧跳舞,2023/12/8 14:50,4,2,bilibili
530,不管你信不信，反正我是深信不疑,反癸烯醇,2023/12/6 19:18,4,2,bilibili
531,我信了，可以让那些被删了的视频回来了吗？,42095974225_bili,2023/12/6 20:11,4,2,bilibili
532,求助电话发一发，万一出事我也打,松弟们吃了吗,2023/12/6 19:22,4,2,bilibili
533,全网已经下架所有相关视频了，真猛,局外_ren,2023/12/13 23:23,4,2,bilibili
534,不管你信不信，反正我是深信不疑,缘木求闲鱼,2023/12/6 19:32,4,2,bilibili
535,我有两根象拔蚌，你们信不信,爱电影的猪大浪,2023/12/12 15:26,4,2,bilibili
536,信她还是信我带大熊猫吃火锅,Crazy牙擦苏,2023/12/7 21:17,4,2,bilibili
537,哪怕抖音也比b站勇,AKL-V,2023/12/11 8:46,4,2,bilibili
538,ok完全没有热度,芝士星扣,2023/12/11 0:36,4,2,bilibili
539,你看就是这么虚伪,小小龙猫君,2023/12/11 0:03,4,2,bilibili
540,已经搜不到了,去年买菜呢精神病,2023/12/14 2:02,4,2,bilibili
541,你们再不信就多少有点不识好歹了啊，人家调查这么久回答了这么多问题不辛苦嘛？就因为你们的怀疑让人家这么辛苦想了这么多答复。我们永远遥遥领先，所以我们要无条件相信它们，拥护它们，爱戴它们。,月夕浅清怜,2023/12/9 3:19,4,2,bilibili
542,我信了,睿智哥啊,2023/12/7 19:09,4,2,bilibili
543,"首先该解释下，民警、消防官兵、解放军，这三个，后两个都不是公务员，民警里面的辅警也不是公务员。
要是公务员去献的血，我还另眼高看下呢",我就是秋田犬,2023/12/9 9:38,4,2,bilibili
544,一切都是那么魔幻，负能量滔天。你说这是马，那就是马吧,头痛老医师,2023/12/11 22:27,4,2,bilibili
545,我很想问，被救这位，你是对国家有什么突出贡献还是高精尖人员呢，咋你一个人拉动了这么多公共资源，而其他人得不到万中之一呢？,头痛老医师,2023/12/11 22:28,4,2,bilibili
546,爱怎样怎样，无能狂怒摆了，别惹我就行，因为我没有软肋，我只想过好我的生活，谁要是让我不活了那就都别活了,无敌霸王牛炸天,2023/12/9 0:04,4,2,bilibili
547,"普通人如何学习求助
教程
遇到相似情况，联系所在地卫健委请求帮助
没帮成就曝光他",还好吧跳舞,2023/12/8 14:47,4,2,bilibili
548,笑死，说辟谣的非蠢既坏，视频评论给删个精光，辟你�的谣呢,lck-krdog,2023/12/11 20:02,4,2,bilibili
549,搞笑这还能给我评论举报了？笑死，这种事喜欢越来越多不让人说是吧,樱色飘落捏,2023/12/11 19:30,4,2,bilibili
550,这几个字半个月了才打好  脑血栓几年了？,悬浮在阳光中的微尘,2023/12/7 19:09,4,2,bilibili
551,小编写这条的时候，只要没笑出来，我就信,学好英语能带路,2023/12/8 12:12,4,2,bilibili
552,笑死了，看得出来已经很卖力的在编了,八岐纸月,2023/12/8 17:43,4,2,bilibili
553,但凡别的视频下架没那么快我就信了,星魂少司命,2023/12/12 20:33,4,2,bilibili
554,哈哈视频全没了，这就是特权啊,靠別人不如靠自己,2023/12/13 18:21,4,2,bilibili
555,至今都没看到小红书，对救命的感谢,读书_别刷了,2023/12/6 21:40,4,2,bilibili
556,笑了,火鸡味锅巴_-z,2023/12/9 10:46,4,2,bilibili
557,小姑姑牛逼,压抑的菠菜,2023/12/9 10:48,4,2,bilibili
558,澄清谣言的最好方式就是说清楚她姑姑到底是什么职位,flashmie,2023/12/8 23:10,41,2,bilibili
559,解释这么多了，能不能解释一下，为什么之前还是热搜的新闻，现在只有这三、四个视频剩下了？,落榜洪秀全,2023/12/10 0:50,42,2,bilibili
560,"“小姑姑”今年60岁，退休前为某工艺品联营工厂工人。事发后，“小姑姑”联系到儿媳，儿媳又求助单位领导，其间有多位热心人士接力传递信息，最后联络上了上海市驻西藏办事处。
通过自己的人际关系网络传递信息联络到办事处，并且能协调发函，我非常希望这是每一个普通上海人都能有的待遇，最好把这个流程公开出来，让每一个上海人都能享受到",章北海official,2023/12/7 18:59,438,2,bilibili
561,最好改变的东西就是舆论，就像学校里的案件，永远走不出校门一样,movingreef,2023/12/8 9:00,45,2,bilibili
562,看来更高级啊,De_u,2023/12/11 10:50,45,2,bilibili
563,有一说一，谣言最初不是两口子自己在网上乱发的吗,光学刺猬,2023/12/9 10:01,45,2,bilibili
564,跟你们说啊！该给解释的都解释了 ！在不信，就不礼貌了！,毀滅吧趕緊的累了,2023/12/7 19:09,468,2,bilibili
565,普通人也可以让他们帮忙发函吗,十元现任正牌男友,2023/12/6 19:15,47,2,bilibili
566,这么热感人的事迹，建议结合事实细节编入包饺子，大家一起感动。,麦斯迈缇欣,2023/12/7 23:17,47,2,bilibili
567,放心 我们已经相信,易北游,2023/12/6 19:39,48,2,bilibili
568,"嗨嗨嗨，来了嗷
本人普普通通老百姓，我相信当自己生病急需用血用钱时，同事和单位能动员全体人员，在充分考虑自身身体素质，家庭关系，社会关系，个人自愿，白天休息的情况下献血；同事能请大城市的师兄/师姐/老师远程帮忙看看病历，指导接下来的治疗；亲戚能在1周内围在病床前根据自身能力，家庭规划内出钱出力；医护、交通等各部门能协调开通绿色通道第一时间直达抢救室。",今天还是阵羽哒,2023/12/6 19:44,49,2,bilibili
569,这事应该记录史册，大家永远铭记，然后发生事故都能被如此对待，中国加油,Gadotman,2023/12/8 6:12,49,2,bilibili
570,怎么就这两条视频了？我记得之前一搜至少十几条的？,非衣广隶,2023/12/14 16:20,5,2,bilibili
571,包机申请航线，能从上海联系到阿里，还是公职人员献血，能从阿里立马包机到华西，并且立马手术，每一步都需要手续，他可以这么快速完成所有手续，你知道这什么概念吗，相当于大家都在排队，她有特殊通道，就这么简单。,十三22222333,2023/12/9 8:18,5,2,bilibili
572,通过朋友圈号召献血是真的有可能的，我在医院呆的时候，疫情期间就经常看见有同学同事转发朋友圈血库告急谁谁需要血小板需要什么型血，有的时候正好对上了我们也会去献，或者真的医院里有这么个患者，医护人员肯定能献的也就去献了，当时即使是疫情期间血站人也不少，基本都是看到了过去献爱心的，不过我也就知道这么一个渠道，至于怎么有关部门社会人员号召我就不知道了,見者生財,2023/12/6 23:17,5,2,bilibili
573,含xcj三个字的标题已经都搜不到了,Able_77,2023/12/13 16:58,5,2,bilibili
574,留念第二天，希望视频不要被删。,春日枫ヽ,2023/12/13 19:38,5,2,bilibili
575,太厉害了，突然就这么多人献血，新闻各种消音，这应该只是那个世界的冰山一角，看小说的时候我还以为是夸张手法，结果一看，TM写实派，艹！,灵感咕咕,2023/12/8 22:46,5,2,bilibili
576,不如直接把相关信息都上ban位得了，这种事情屡见不鲜不进行一场刻骨铭心的改变，只会一直这样,西西弗斯来自神话,2023/12/7 5:39,5,2,bilibili
577,还是小红薯围脖给力，每次都能让他们露出尾巴敲响大家的警钟,nei最近还好吗,2023/12/6 20:45,5,2,bilibili
578,这得什么能量啊,p5-Joker,2023/12/11 10:42,5,2,bilibili
579,就你还在发声,搜狗输入阀,2023/12/6 19:16,5,2,bilibili
580,解释是真的，我保证,jokerjudge,2023/12/8 19:28,5,2,bilibili
581,咱就是玩舆论起家的，这方面可是一把好手,悠悠懒猫酱,2023/12/10 12:31,5,2,bilibili
582,那造谣的余某言是不是得被处罚？网络不是法外之地,考虑到之前的管理风格,2023/12/8 11:52,5,2,bilibili
583,乐，希望小编生病时也有卫健委亲自接待,北海极风,2023/12/8 23:59,5,2,bilibili
584,评论区真的是颠覆三观，献血是国之大义，奉献国家，奉献社会，行善积德，你不献他不献，难道要我献？？？,爫乛爫乛,2023/12/11 23:57,5,2,bilibili
585,还五问呢，伪装成调查报道，自以为掩耳盗铃，我看是明火执仗,查拉图斯黄丁丁-,2023/12/9 7:10,5,2,bilibili
586,十月份的事情现在才知道,马卡吧卡的丁丁车,2023/12/6 23:41,5,2,bilibili
587,真相大白！,无忧乡人,2023/12/6 21:11,5,2,bilibili
588,第1点应该是确实没有。剩下的那几点，不说了,DOMO哥DOLLA妹,2023/12/6 21:34,5,2,bilibili
589,大象你怎么回是，老乡面前也不讲清楚啊�,曈心TongXin,2023/12/8 23:33,5,2,bilibili
590,看这个新闻不能用脑子看，用了脑子就能发现问题,小萝卜汁丶,2023/12/6 20:53,50,2,bilibili
591,周日发函好样的,穿山Jack,2023/12/6 20:46,52,2,bilibili
592,那么是谁把b站上所有相关视频删了的呢,吾知少年,2023/12/6 19:25,523,2,bilibili
593,这几天终于把话圆好了，才放出来,天地有正气ssl,2023/12/7 14:35,55,2,bilibili
594,塔西佗表示赞同,WZCM,2023/12/7 18:51,56,2,bilibili
595,笑了,三刀邮寄付,2023/12/9 17:55,57,2,bilibili
596,公布真实情况是最好的防止谣言传播的方法。,一壶清酒醉人生,2023/12/9 18:33,57,2,bilibili
597,我相信10w彩票是真的，我相信这是真的，我相信我是秦始皇是真的,豆腐脑是咸辣的,2023/12/7 19:04,59,2,bilibili
598,遥遥领先，过几年回来考古,Suk-9587,2023/12/9 11:28,6,2,bilibili
599,奇了怪了，这两天搜相关新闻视频全部都没了,玳瓒瓒,2023/12/6 23:58,6,2,bilibili
600,厉害了我的国。人民政府为人民！人民医生为人民！,啪叽叽叽叽叽叽,2023/12/8 10:14,6,2,bilibili
601,我信啦,黑猫ILY,2023/12/6 20:30,6,2,bilibili
602,看到这些阴阳怪气的评论就心疼，这个社会怎么了，献血本来就是一件积德行善、利国利民的好事，如果你也不去献，他也不去献，难道让我去献吗？,深蓝色OAQ,2023/12/14 11:03,6,2,bilibili
603,“贵族，这在一个国家里只不过是有害而无用的特权，你们如此夸耀的贵族头衔有什么可令人尊敬的？你们贵族阶级对祖国的光荣、人类的幸福有什么贡献！你们是法律和自由的死敌，凡是在贵族阶级显赫不可一世的国家，除了专制的暴力和对人民的压迫以外还有什么？”                      ——卢梭,Jack-Clarinet,2023/12/13 17:56,6,2,bilibili
604,最简单的一点，这个女子说的话如果是假的，已经造成了这么大的不良影响，为什么不处理她?反而各种对网友删评控制舆论，不怕损失公信力也要包庇,山咔新,2023/12/9 10:33,6,2,bilibili
605,搜索输血姐根本没有，搜索阿里输血就那么两条视频，我应该高兴你还愿意骗我呢，还是该愤怒太假呢？,伟大萝莉,2023/12/8 17:04,6,2,bilibili
606,你信吗？我不信,人间最欧是初夏,2023/12/6 19:17,6,2,bilibili
607,没热度了卧槽,匿名用户_QUANJU,2023/12/12 23:16,6,2,bilibili
608,这比赵高指鹿为马还离谱，爱了爱了,小灰机大脑袋,2023/12/11 18:09,6,2,bilibili
609,既然那么正能量就应该拍成电影大肆宣传才行啊��������到时候我一定看,奈亚酱呀,2023/12/9 15:15,6,2,bilibili
610,希望我遇到死亡瞬间时也能得到（吞 remark 是吧）,桃子湖说,2023/12/9 17:09,6,2,bilibili
611,我信了还不行吗,神话吾等,2023/12/7 18:56,6,2,bilibili
612,她说的你们信吗？反正我是一个字都不信,寒星风语,2023/12/7 19:29,6,2,bilibili
613,【远在异乡的打工人被轧断手掌·手术排队等了9个小时他没喊一句疼-哔哩哔哩】 远在异乡的打工人被轧断手掌·手术排队等了9个小时他没喊一句疼,黑石塔,2023/12/8 8:06,6,2,bilibili
614,"我没看过猪跑 也知道那些猪是能跑！
大家都不是猪",欧王企鹅侠,2023/12/7 18:53,6,2,bilibili
615,看着反感可以就地开喷，没必要划走,驶向蔚蓝大海,2023/12/11 23:30,6,2,bilibili
616,你看我像傻子吗，为啥把我当傻子呢,早起的鸟儿硬邦邦3258,2023/12/8 15:15,6,2,bilibili
617,小学生都比你会撒谎，什么破媒体,抓狂学习,2023/12/8 12:48,6,2,bilibili
618,b战已经搜不到xc姐了,www喵喵喵呜www,2023/12/11 0:51,6,2,bilibili
619,删的好像不存在了一样,青城周峰,2023/12/8 23:43,6,2,bilibili
620,再问就不礼貌了,破碎残阳的盖子,2023/12/7 19:15,6,2,bilibili
621,幽默的土地,莱德至上,2023/12/11 8:40,6,2,bilibili
622,哦豁，竟然还有三个视频，还不删了。,火韦林三水,2023/12/10 17:23,6,2,bilibili
623,真的吗？我读的书少，你别骗我呀,你稍等一下吧,2023/12/6 21:07,6,2,bilibili
624,别光说是谣言啊 查个普通人通报一下很困难吗,编号421520,2023/12/9 23:46,6,2,bilibili
625,“普通人”,平凡之川,2023/12/8 23:23,6,2,bilibili
626,那到底是什么职位？,和風甜辣醬,2023/12/9 0:18,66,2,bilibili
627,只剩一种声音的舆论必然不可信，因为它不可证伪。,mintkeeper,2023/12/8 2:13,68,2,bilibili
628,人家就是不说小姑姑是啥职位咋的？,累了煙灭吧,2023/12/9 8:42,69,2,bilibili
629,当他们把那段微信的文字晒在网上的时候就已经说不清了,DOMO哥DOLLA妹,2023/12/8 23:50,69,2,bilibili
630,为什么记者联系卫健委没回复怎么动员献血呢,那你可真酷,2023/12/7 7:31,7,2,bilibili
631,要不人余华是大家呢,鲤鱼背面,2023/12/11 20:27,7,2,bilibili
632,苹果是借的 房子是租的 万物皆可借,激你不太美,2023/12/8 11:52,7,2,bilibili
633,这就是现实，少看主流媒体的报道。都是给大家吃的定心丸,嘉禾望岗offer,2023/12/7 13:20,7,2,bilibili
634,关系网大，所以能联系上，没问题啊,在暗中观察者,2023/12/6 20:34,7,2,bilibili
635,因为这些视频后面的一句话，我看了余华的活着。看到有庆被抽血抽死，真的忍不住眼泪。,安哥儿lda,2023/12/8 0:03,7,2,bilibili
636,本来如果只有这件事没什么 可以自我洗脑合理化 但是结合中山事件就有点耐人寻味了,甜尼熊噗,2023/12/11 17:36,7,2,bilibili
637,周五爆出来 周末热闹两天 周一开始销声匿迹了 人那意思 都醒醒该上班上班去吧,sxh191817,2023/12/6 19:31,7,2,bilibili
638,还是你牛比，别的都删了，就你一条视频了,队长别开枪-オレオレ,2023/12/6 22:05,7,2,bilibili
639,五月天假唱，这事儿就没人关注了笑死,GOAT10MESSIII,2023/12/7 23:44,7,2,bilibili
640,这就是五月天假唱的原因,啧啧啧珠子,2023/12/11 15:22,7,2,bilibili
641,15个工作日。。。只怕我有需要的时候，等到回复人都已经凉了,原来你也玩mbti,2023/12/8 17:37,7,2,bilibili
642,我三年不在国外，是在中国待着的。感谢三年，让我知道真不是啥都能无脑跟风的。,不咲的熊,2023/12/8 21:38,7,2,bilibili
643,先给胶带，再给交代，可真行啊,落榜洪秀全,2023/12/7 22:56,7,2,bilibili
644,"笑死了 全网视频还剩下几个.
当事男的皮皮虾也没了.
而且当事女的自述是不是造谣了？要不要处理！！！？",卢腹肌,2023/12/7 20:31,7,2,bilibili
645,五月天和彩票呢，救一下啊,巴克霍恩大大,2023/12/7 18:48,7,2,bilibili
646,"别辟谣了
已经进入塔西佗陷阱了",T0ny_Wu,2023/12/7 20:12,7,2,bilibili
647,"视频分享的指路评论被举报了
举报理由是：涉政谣言",ge2tow,2023/12/8 1:22,7,2,bilibili
648,哪真实的身份到底是啥?,yaobanli,2023/12/9 23:31,7,2,bilibili
649,人心不是一天凉的,竟然是我觉悟不够高,2023/12/10 14:19,7,2,bilibili
650,哈哈哈哈，只否定，就是不说到底是啥,再怎么也找不到啦,2023/12/9 18:00,7,2,bilibili
651,现在在 b 站搜【阿里献血】关键字，就这一条视频了，真牛,SouthCG,2023/12/6 19:35,708,2,bilibili
652,“多方动员”？？？这个词儿在这个事件里面，很诡异啊,山溪家的喵,2023/12/6 19:26,73,2,bilibili
653,搜血槽献血之类的已经看不到这件事了,中华孙氏吧官方,2023/12/6 19:20,79,2,bilibili
654,一刷新，刚看到的几个相关新视频就没了，，，，，，，删前留名,钱怕狼,2023/12/6 21:58,8,2,bilibili
655,666，只能看到这一个视频了,时光停留在断桥,2023/12/7 10:54,8,2,bilibili
656,天爷啊，下辈子让我当这样的人吧,cccccXX077,2023/12/13 22:04,8,2,bilibili
657,还没结果呢 又一个不了了之的,Sakura风景,2023/12/12 21:42,8,2,bilibili
658,"补充的谈论过该事件的账户，观点各异控评限流自行分辨
（搜索时只去“前排”数字，前半段账户翻前面的评论）
34建筑史石博士
239彭华律师
34写手一条城
3648城南旧话
罐头哥2023（这个别去数字）
679天君蝴蝶
55667-夏-日-
562阿季卢尔弗
345姜讲纪录片传奇
287大头鹰-不怼好人
128鬼邪君GL
563鹰哥铁拳
907热搜第一线
368梦回三棵树下
97蚌霸
578悟空不要紧箍咒
9895Shurry老师
395北斗导航Compass
246让人说实话
512话题探索酱
208热奶茶酸辣粉
779社会记录局
768天津纪爸爸
336薛定恶的狗
769西湖队长
0013悟人生智慧
720詹老师的论思维
190詹哥聊思维
86涛哥经记杂货铺
89懒羊羊纪录片传奇
054张司令sammy
6788BlueChasingWind
856深圳原油哥
35辟谣助手

大河报
大象新闻
四川观察",ge2tow,2023/12/7 14:30,8,2,bilibili
659,偷着乐不就行了，生怕别人不知道偏要发出来显摆，去年微博那个女的在微博上炫富 不也是把她爷爷坑了,胖修每天都不想动,2023/12/6 19:32,8,2,bilibili
660,五月天假唱跟这件事有关系吗？类似围魏救赵这种套路不是第一次见了,游走的老黄,2023/12/10 1:50,8,2,bilibili
661,全部搜不到了真的是6,257HD,2023/12/7 13:23,8,2,bilibili
662,热度过了，视频删完了，出来辟谣是吧,碰巧路过的王小明,2023/12/7 12:14,8,2,bilibili
663,全TM删了,热爱996的椰羊,2023/12/8 19:42,8,2,bilibili
664,太感动了，一定要上春晚小品,硬币老君快显灵,2023/12/9 0:30,8,2,bilibili
665,都知道�来了的故事,bili_70278536509,2023/12/7 19:37,8,2,bilibili
666,经调查，系鸭脖,农耕爱好者,2023/12/11 19:10,8,2,bilibili
667,能让b站把所有相关视频从搜索结果中抹除，能量确实不一般,青之泪光,2023/12/8 23:56,8,2,bilibili
668,再不信，下次就抽你大动脉的血,精神病院总院分行,2023/12/7 19:31,8,2,bilibili
669,别解释了，我都信，我全部都信,划船不用浆8,2023/12/9 16:15,8,2,bilibili
670,他小姑姑是秦始皇我都信,脑袋中箭但是撒了孜然,2023/12/12 6:37,8,2,bilibili
671,拖了这么久，就想了个这,贪玩蓝月湾仔,2023/12/7 18:54,80,2,bilibili
672,要不是我妈生我弟弟时，我爸拿着献血证急的满医院跑也没有优先用血，之后一年跑几次也没报销下来，那这个事儿这个解释我就信了从那以后，我爸再没有去献过血。,今天星期天了吗,2023/12/6 21:03,80,2,bilibili
673,B站只有这一个相关视频了，还是18分钟之前发的。看来这个视频也危险了,叉子Now,2023/12/6 19:35,83,2,bilibili
674,这不来个万里接力，重视生命的“阿里精神”？,统一而又分层次,2023/12/8 12:37,88,2,bilibili
675,只是谣言的话，为什么相关搜索都被屏蔽了，为什么造谣者没有被处理,开水没味_,2023/12/9 16:15,89,2,bilibili
676,事实证明所有的“谣言”都是真的,mr琥珀,2023/12/13 18:40,9,2,bilibili
677,诸如此类事件一旦开始公关，可信度飙升,律化宵,2023/12/7 10:40,9,2,bilibili
678,这件事情究竟是怎么样的其实不是关键的，关键的是为什么这类事情群主反应那么大呢？现实里群众都遇到了什么事情引起共鸣了呢？值得思考,方圆1o1z,2023/12/6 20:18,9,2,bilibili
679,之前好多相关视频都没了，就剩几个几万播放的视频了,八加N等于八,2023/12/14 18:10,9,2,bilibili
680,【远在异乡的打工人被轧断手掌·手术排队等了9个小时他没喊一句疼-哔哩哔哩】 远在异乡的打工人被轧断手掌·手术排队等了9个小时他没喊一句疼,饼不圆,2023/12/6 23:00,9,2,bilibili
681,没有暗箱操作但是全网删视频,吾知少年,2023/12/6 19:48,9,2,bilibili
682,你信多少？,Mr_haoye,2023/12/6 19:14,9,2,bilibili
683,还想咋样，都解释的这么清楚了，再问就是大胆,雨过之后一晴天,2023/12/8 9:25,9,2,bilibili
684,不愧是凤凰网，之前大象新闻发的都消失了,砚台雾雨朦胧,2023/12/7 20:30,9,2,bilibili
685,公关不错，都挺合理的，就是有点,威风呐,2023/12/7 18:55,9,2,bilibili
686,新京是都城控制的，澎湃是魔都控制的，mt是……,行随秋至,2023/12/7 19:10,9,2,bilibili
687,他有枪，要信他,倒悬逆流,2023/12/7 19:02,9,2,bilibili
688,坚决维护新闻正义 抨击造谣传谣者,SuperSkidder,2023/12/9 10:18,9,2,bilibili
689,我搜公务员献血都找不到  找好久才找到队伍  只能说确实牛逼,蓝天白云黑丝袜,2023/12/7 9:46,96,2,bilibili
690,醉里挑灯看剑zc,普通退休工人,2023/12/9 10:17,11,2,bilibili
691,爫乛爫乛,群众的眼睛是雪亮的,2023/12/12 0:06,16,2,bilibili
692,御坂11893号,需要血倒是可以，其他的难,2023/12/6 19:20,18,2,bilibili
693,游-戏-人-生--zero,不管你信不信，反正我先信了,2023/12/14 16:03,2,2,bilibili
694,一卷海绵,有爱，但不多,2023/12/14 12:15,6,2,bilibili
695,仰望终南,不是“动用”?,2023/12/6 19:32,3,2,bilibili
696,阳光开朗的孔乙己,按照正常情况是造谣，但是双不双标真不一定,2023/12/6 20:58,7,2,bilibili
697,阳光开朗的孔乙己,是这样的,2023/12/9 16:42,7,2,bilibili
698,信大安保,习惯就好,2023/12/6 20:13,2,2,bilibili
699,心可以碎_手不能停,不得让张导演拍个电影,2023/12/12 23:21,4,2,bilibili
700,小萝卜汁丶,大豫报记者问过了，没有下文,2023/12/6 21:38,8,2,bilibili
701,下水道是我的,可以的，那家公司就是专门干这个的，私人飞机申请起飞的话24小时内就会通过，可以购买紧急救援的保险，那样的话离市区近是会有直升机来接的,2023/12/8 9:00,6,2,bilibili
702,我叫贊神,15个工作日是啥意思？,2023/12/11 21:16,3,2,bilibili
703,我的畚斗,没想到那四个字居然能发出来,2023/12/9 11:18,5,2,bilibili
704,我的畚斗,一生都沐浴在阳光下的人，怎么会轻易承认黑夜的存在,2023/12/9 11:35,6,2,bilibili
705,未闻光,第一次吗，那还是了解少了,2023/12/7 12:41,3,2,bilibili
706,围殴叉叉,@灵感咕咕 小说都不如啦，我那会儿正看小说，新闻一出来小说都不香了,2023/12/10 19:41,7,2,bilibili
707,天真派新,呦！这么朴素的家庭，是怎么调动公务员献血，光速说服空管拿到航线，又从杭州调了对口医疗专家团去常年排大队的华西医院的？做个攻略呗，让十四亿中国人民都好好学习学习，以后家里有人出意外了也照方抓药。,2023/12/7 19:24,3,2,bilibili
708,堂主三三,我就知道不止我一个发现搜都搜不到,2023/12/6 20:36,5,2,bilibili
709,堂主三三,坏了，这下不得不支持小红薯了,2023/12/6 21:17,3,2,bilibili
710,堂主三三,简单粗暴但在理,2023/12/7 10:05,2,2,bilibili
711,簌ZzZz,蒸馍？腻卜负气,2023/12/7 9:18,2,2,bilibili
712,帅帅的小桂花,搜关键词，之前的视频全没了,2023/12/7 23:11,5,2,bilibili
713,啥昵称合法,古神！,2023/12/13 22:35,2,2,bilibili
714,赛雷零点2秒钟,事情是好的，就怕遇到特权，血库有血，不是很紧急原则不用这么玩,2023/12/14 16:13,7,2,bilibili
715,骑着飞猪的白羊,医疗飞机不稀奇，奇怪的是各方的那么快协调联动，我们这山东四线小城记得七八年前就有999或者PICC的救援直升机过来打广告，算是一种医疗保险年费多少可以享受什么服务,2023/12/8 12:14,8,2,bilibili
716,评论消失之术,问题是不相信也没用呀,2023/12/10 20:11,8,2,bilibili
717,泥马大水王,看起来关系不硬才是最可怕的,2023/12/11 6:49,2,2,bilibili
718,目丶,可以看出协调工作做的不行，本来开个会达成共识就好了，还拖这么几天�,2023/12/7 17:04,8,2,bilibili
719,免硬币吗,有的 对应商业医疗保险都有了（指航空转运）,2023/12/8 23:34,3,2,bilibili
720,米兰公国,普通百姓,2023/12/9 10:09,8,2,bilibili
721,梦化空,是啊，你脑子比较好，能想出这么多奇思妙想，就是想不到正常的东西，辛苦了,2023/12/9 18:09,3,2,bilibili
722,懵懂的男孩Y,重新来一遍   注意语气和态度,2023/12/10 2:05,3,2,bilibili
723,懵懂的男孩Y,我信了  我就是�,2023/12/10 2:41,7,2,bilibili
724,蒙古海军崔提督,甚至还有上海驻内蒙古办事处,2023/12/6 21:42,86,2,bilibili
725,萌新up主鸽子,要不是我问删搜索关键词回复不出来上面那两我真信了�,2023/12/11 12:03,3,2,bilibili
726,笼子里的老摆信,我们仔细检查过了 这个是鸭脖,2023/12/12 7:11,39,2,bilibili
727,今天还是阵羽哒,记得补充一下，截至截稿时间无人联系记者,2023/12/7 18:26,3,2,bilibili
728,果仁2a,主要是走流程，按流程来，谁也说不了什么呀,2023/12/8 2:41,2,2,bilibili
729,风纪委员23娘,"据西藏阿里地区人民医院10月15日向西藏日喀则市人民医院发出的请求救治支援的函，余女士当时情况危急，急需肝胆外科专家支援。
上海市第九批医疗人才“组团式”援藏工作队队长、日喀则市人民医院党委书记王庆华表示，日喀则市人民医院于10月15日收到了函，决定选派上海援藏医疗专家、上海交大医学院附属新华医院普外科副主任医师翁昊参与救治。考虑到要从海拔3800米的日喀则前往海拔4300米的阿里，必须保障翁昊医生的安全，所以收到函后向上海市卫健委作了报备。",2023/12/6 19:30,5,2,bilibili
730,非衣广隶,哦，原来这条是“官方辟谣”啊，难怪能留下来,2023/12/14 16:21,1,2,bilibili
731,电子真人,很香,2023/12/10 14:33,6,2,bilibili
732,帝子降兮・,倒霉？荣幸！,2023/12/8 16:33,5,2,bilibili
