,Title,Content,time,Location,ID,platform
54,加沙地带卫生部门：以军恢复袭击加沙已致200人死亡,"据加沙地带卫生部门当地时间12月2日早间消息，1日以色列军队恢复对加沙地带的军事行动以来，加沙地带巴勒斯坦人的死亡人数已达200人，另有589人受伤。
当地时间1日上午7时（北京时间13时），巴勒斯坦伊斯兰抵抗运动（哈马斯）和以色列在加沙地带的临时停火结束。
来源丨央视新闻客户端（版权归原作者所有，如有侵权请联系删除）",2023/12/2 17:20,甘肃,1,wangyi
55,巴以冲突再起，加沙再次陷入苦难！,"断暂停火几天之后，巴以双方互相交换了几批人质，国际社会也松了口气，不过和平并没有维持多久，巴以双方又打起来了！
近日以色列和巴勒斯坦哈马斯武装冲突再起，双方互相指责对方违反了停火协议，12月1日哈马斯向以色列境内三处发射了火箭炮。
以色列总理办公室表示，哈马斯没有履行释放所有被扣押妇女的义务，并向以色列发射火箭弹，违反了停火协议。随着冲突的恢复，加沙将再次遭受以色列饱和式攻击。
经过近两个月的较量，哈马斯武装有四万多兵力，以色列动用了大量战略资源，企图彻底歼灭哈马斯，不过哈马斯只折损了2000多人，主体力量并没有受到太大冲击，死伤的大多是加沙的平民。
美国和西方国家的包庇和纵容给了以色列继续战斗的底气，联合国秘书长古特雷斯尽管做了大量工作，但是在美国的阻挠下，并没有能够真正对以色列形成有效制约，这场冲突毫无疑问将会继续进行下去，现在的国际法已经形同虚设，以色列没有受到任何制裁，二战后形成的国际秩序已经走到了十字路口！",2023/12/2 21:13,安徽,1,wangyi
56,加沙地带卫生部门：以色列对加沙袭击造成死亡人数已升至193人,"12月2日， 加沙地带卫生部门发言人齐德拉表示，自12月1日为止，以色列对加沙地带袭击造成的死亡人数已达193人，超650人受伤。
齐德拉在新闻发布会上称：“停火期满后第一天，以色列的袭击造成193人死亡，另有652人不同程度受伤。”
据他介绍，自10月7日以来，以色列袭击共导致1.52多万人死亡，4.06万人受伤。
以色列与哈马斯的休战12月1日早上7时到期。以色列国防军1日早上指控哈马斯违反停火，并宣布恢复对加加沙地带的军事行动。
以色列与实际控制加沙地带的哈马斯此前达成为期四天的休战，休战期间，哈马斯用释放人质换取以方释放巴勒斯坦人囚犯，以方允许每天约200辆卡车将包括燃料在内的紧急人道物资运入加沙地带。休战11月24日7时开始，后被两次延长，分别延长2天和1天。",2023/12/2 22:20,广西,1,wangyi
57,加沙突发：“超百人死亡”,"据巴勒斯坦官方通讯社“瓦法”当地时间12月2日报道，当天加沙地带北部杰巴利耶难民营一座安置流离失所人员的房屋遭到以军军机轰炸，已造成超过100人死亡。
央视新闻报道配图
目前以色列方面对此暂无回应。
央视新闻报道截图
来源 | 央视新闻客户端",2023/12/2 22:46,北京,1,wangyi
58,加沙地带卫生部门：以军袭击加沙地带致死人数超1.52万,"巴勒斯坦加沙地带卫生部门当天发表声明说，自10月7日本轮巴以冲突爆发以来，以军在加沙地带的军事行动已造成15207名巴勒斯坦人死亡、4万余人受伤。死伤者中有70%是妇女和儿童。
12月2日，在加沙地带南部城市汗尤尼斯，人们查看以军空袭后受损路面。 新华社发（亚西尔·库迪摄）
12月2日，在加沙地带南部城市汗尤尼斯，人们经过以军空袭后受损路面。 新华社发（亚西尔·库迪摄）
（来源：新华社）",2023/12/3 0:43,湖北,1,wangyi
59,以色列在加沙陷入被动,"以色列狂轰滥炸，加沙平民伤亡惨重。
今天谈一谈巴以冲突。实际上现在发展到这个形势，以色列已经有些被动了。以色列前期狂轰乱炸，结果却导致了大量的加沙平民伤亡，可能炸死的百分之八九十都是加沙平民，哈马斯被消灭的可能不到百分之十。
以色列的坦克看着挺威风，结果在加沙的巷战当中至少被哈马斯摧毁了数十辆。以色列宣布的是阵亡了三百多名军人，但是大家懂得都懂，这个数据肯定是被缩小了的。
总的来说，主要是在加沙城的废墟当中，以色列军队找不着哈马斯，乱打一气。包括出动军犬也很难找出哈马斯的身影。这些从以色列的作战视频当中，就可以看出很少有哈马斯的身影。而在哈马斯的攻击以军的视频当中可以看出那是明确的在攻击以色列的装甲车辆。这样下去，以色列军队确实会很被动的。
所以这回停火期又延长了几天，只不过接下来这个形势会怎样走？如果以色列不改变战术，可能仍然会被动。大家觉得呢？",2023/12/3 7:38,广东,1,wangyi
60,土耳其总统：加沙不能没有哈马斯,"土耳其总统雷杰普·塔伊普·埃尔多安表示，在加沙地带的冲突中排除伊斯兰抵抗运动（哈马斯）在任何潜在解决方案中是不可行的，并指出双方国家的解决是在该地区实现和平的唯一选择。
土耳其NTV频道援引埃尔多安的话称：“我们需要集中精力解决双方国家问题...排除哈马斯或摧毁哈马斯不是现实的选择。”他补充说他不会将哈马斯列为恐怖组织，类似于一些西方国家的做法。
土耳其总统认为目前以色列的强硬态度使得加沙地带实现和平的机会丧失了，“我们一直强调支持永久停火而不是基于人道主义原因的停火...实现和平曾经有过机会，但遗憾的是，由于以色列的强硬立场，我们失去了这个机会。”这指的是持续了7天的人道主义停火的瓦解。
以色列对埃尔多安的回应并不客气，其外长以利·科亨在社交媒体上表示：“请继续在你的国家接待哈马斯的恐怖分子，他们没有被消灭，而是从加沙逃了出来。”科亨补充说：“我们将从哈马斯手中解放加沙，这是为了以色列的安全，也是为了该地区居民的更美好未来。”
此外，埃尔多安提到了土耳其的一个倡议，他在从阿联酋返回时讨论了这一倡议。他表示这个倡议“仍在准备中”，它涉及到以色列对加沙地带的袭击之后的解决方案。
据俄罗斯《新闻报》引述土耳其外长哈坎·费丹的话称，土耳其的提议是“使一些地区国家成为巴勒斯坦的担保国，其中包括土耳其。其他国家将成为以色列的担保国。”费丹补充说，这些国家将承担执行解决方案条件的责任，并表示该倡议仍在准备阶段，将向更广泛的公众呈现其主要条款。
费丹解释说土耳其提出这个主意是为了使其成为解决方案的主要选择，“如果以色列希望在该地区获得安全，巴勒斯坦人必须有他们自己的国家。只有这样才能确保永久和平。”
另一方面，埃尔多安称以色列总理本雅明·内塔尼亚胡在加沙的屠杀被视为历史上的耻辱，“这个耻辱也污染了支持他的一些国家的面孔，毫无限制和条件地支持他。”
土耳其总统指出以色列的领导者曾自称是大屠杀的受害者，现在变成了像他们祖先一样的杀手。他说所看到的是一场国家恐怖主义行为，我们不能对这种国家恐怖主义保持沉默。
埃尔多安期待国际刑事法院对屠杀犯和加沙的屠夫（以内塔尼亚胡为首）做出必要的惩罚。
值得注意的是，埃尔多安指责以色列在对加沙的袭击中犯下了大屠杀，并取消了原定访问以色列的计划，并宣布内塔尼亚胡“不再是我们可以以任何方式对话的人”。
据加沙卫生部称，自从10月7日袭击开始以来，加沙的死亡人数已经上升至15,207人，伤者达40,652人。",2023/12/3 14:34,黑龙江,1,wangyi
61,加沙地带：临时医院,"12月2日，在加沙地带南部城市汗尤尼斯的一家临时医院内，伤者正在接受治疗。 新华社发（里泽克·阿卜杜勒贾瓦德摄）
这是12月2日在加沙地带南部城市汗尤尼斯的一家临时医院内拍摄的婴儿。 新华社发（里泽克·阿卜杜勒贾瓦德摄）
12月2日，在加沙地带南部城市汗尤尼斯的一家临时医院内，医务人员正在工作。 新华社发（里泽克·阿卜杜勒贾瓦德摄）
这是12月2日在加沙地带南部城市汗尤尼斯拍摄的一家临时医院外景。 新华社发（里泽克·阿卜杜勒贾瓦德摄）",2023/12/3 14:50,北京,1,wangyi
62,以军对加沙地带进行大规模空袭和炮击，以总理：将扩大在加沙地带地面行动,"以色列和巴勒斯坦伊斯兰抵抗运动（哈马斯）在加沙地带的临时停火12月1日结束，以军恢复在加沙地带军事行动。以军12月2日说，袭击了加沙地带400多个目标，其中超过50个位于加沙地带南部的汗尤尼斯及其周边地区。
以色列总理本雅明·内塔尼亚胡2日说，以军将扩大在加沙地带的地面行动，直到实现所有目标。他已指示国防军“以越来越激烈的程度”恢复战斗。
以方称，在7天的临时停火期间，巴勒斯坦武装人员释放了110名被扣押人员，包括24名外国公民，目前仍有137人被扣押在加沙地带。
另据美联社报道，以军发布了一份地图，在加沙地带划出数以百计的编号区块，让加沙居民记清自身所处区块的编号，以根据以方后续发布的撤离预警离开相应区域。以色列还在汗尤尼斯等地空投传单，要求人们撤离。
美联社援引汗尤尼斯居民希克马特·齐德拉的话报道，有邻居接到了建筑将被炸的预警。“我们告诉他们（以色列），‘我们这里什么也没有，为什么要摧毁它？’”然而，房屋依旧被炸毁。
以军发布的地图和空投的传单在加沙地带南部引发混乱。在这里，人们无法去往加沙地带北部，更不可能离开加沙地带。
加沙地带人口目前集中在南部，包括这轮冲突爆发以来大量从北部逃难而来的人。哈马斯10月7日自加沙地带对以色列境内军民目标发动突袭并扣押大量人员，以军随即持续空袭加沙地带并开展地面行动，同时以军事行动为由要求加沙地带北部所有居民撤往南部。
伊马德·哈贾尔一个月前从加沙地带北部逃难到南部。他告诉美联社记者：“我们无处可去，他们（以色列）把我们从（加沙地带）北部赶走，现在又要我们离开南部。”
与此同时，加沙地带武装人员向以色列境内目标发起火箭弹袭击。以色列军方发言人彼得·莱纳说，自临时停火结束后，哈马斯发射了超过250枚火箭弹。以方目前暂无相关伤亡报道。
据《以色列时报》报道，当地时间12月3日早上，以色列军方对整个加沙地带进行大规模空袭和炮击，袭击目标地区包括加沙地带南部城市汗尤尼斯。
来源 | 羊城晚报•羊城派综合央视新闻、新华社
责编 | 谢哲
编辑：谢哲
来源：羊城晚报•羊城派",2023/12/3 17:30,广东,1,wangyi
63,加沙地带卫生部门：以色列袭击加沙造成的死亡人数超过1.55万人,"12月3日，加沙地带卫生部门发言人齐德拉表示，以色列对加沙地带袭击造成的死亡人数已经超过1.55万人，另有逾4.13万人受伤。
他称：“以色列侵略造成的死亡人数增加到15523人，另有41316人受伤，其伤情不一。”
以色列与哈马斯的休战12月1日早上7时到期。以色列国防军1日早上指控哈马斯违反停火，并宣布恢复对加加沙地带的军事行动。",2023/12/3 23:03,广西,1,wangyi
64,加沙地带卫生部门：本轮巴以冲突已致加沙超1.55万人死亡,财联社12月3日电，加沙地带卫生部门当地时间12月3日宣布，自10月7日以来，以色列对加沙地带的袭击已致15523人死亡，41316人受伤。死伤人员中70%为妇女和儿童，281名医护人员丧生。加沙地带卫生部门称，以军破坏了56辆正在工作中的救护车，摧毁了56个卫生机构。加沙地带的26家医院和46个社区保健中心已停止运营。,2023/12/3 23:29,上海,1,wangyi
65,白宫：以色列正在努力保护加沙平民,"一名白宫高级官员表示，他相信以色列正在“努力”减少加沙平民的死亡。
国家安全委员会发言人约翰·柯比在美国周日脱口秀节目中也坚称，美国情报部门并不知道哈马斯 10 月 7 日对以色列发动残酷袭击并引发冲突的任何秘密、先进蓝图。
柯比说：“我们相信他们已经接受了我们关于尽量减少平民伤亡的信息，”包括在网上发布了加沙人可以去寻求安全的地方的地图。 “没有很多现代军队会这样做……以这种方式传达他们的拳头。所以他们正在努力。”
以色列国防军采用了网格化管理的战略，通过绘制加沙的互动地图，将该地带划分为多个小方块，并为每个方块编号。国防军精准地标记即将受到空袭袭击的地区，并向居民发出警告，要求他们在未来几个小时内撤离。",2023/12/4 0:31,广西,1,wangyi
66,以色列不准加沙人用蓄水池储水？加沙幸存者用水陷入绝境,"加沙由于特殊的地理条件，用水本来就是个大问题，冲突爆发之后，以色列断水断电，加剧了加沙用水危机，幸存加沙平民用水问题陷入了绝境。据相关报道，以色列人甚至不准加沙人用蓄水池储水。
前段时间新闻报道，加沙难民营难民每人每天只能获得50毫升的用水配给。50毫升是什么概念？一瓶农夫山泉容量是550毫升，相当于每天每人获得的水量不到一瓶农夫山泉的十分之一，正常人还不够喝一口。
根据联合国数据，加沙大约有五万名孕妇，每天超过180名孕妇分娩，这些孕妇无法获得医疗用品、止痛药、剖腹产的麻醉药和干净水，为了让孩子们多活一天，她们用受了污染的水给新生婴儿冲泡奶粉，而自己却忍饥挨饿……
世界卫生组织总干事谭德赛警告，用水问题（受了污染的水）、食物匮乏，缺医少药糟糕的卫生条件，将可能导致加沙地区疾病大爆发，如果冲突持续，因疾病死亡的人可能将远远高于死于战火的人数。
随着短暂的停火结束，加沙人再度开启噩梦模式，但是只要还没被炸死的一天，用水永远是大问题。",2023/12/4 0:33,广东,1,wangyi
67,加沙战火重燃，平民伤亡惨重,"加沙战火重燃，平民伤亡惨重。
加沙地带自长期以来就饱受战火的蹂躏，而最近的一次停火只持续了短短几天，战火便再次重燃。这一次的冲突再次引发了人们的担忧和困扰，我们只能眼睁睁地看着一场杀戮重新开始。
12月2日，加沙北部的杰巴利耶难民营遭到了以军的空袭。这次空袭给该地区带来了巨大的破坏和人员伤亡。根据巴勒斯坦方面公布的数据，至少有100人在这次袭击中丧生，还有大量人员被困在废墟之下。
这次袭击导致了巨大的人员伤亡和财产损失。根据巴方公布的数据，至少有100人在空袭中丧生。同时，还有许多人员被困在废墟之下，他们迫切需要救援和急需医疗救治。整个地区遭受了严重的破坏，这使得人们生活在更加恶劣和危险的条件之中。
当前的局势异常紧张，冲突的升级成为可能。随着对加沙的空袭，以及人员伤亡的增加，加沙地带的局势变得更加不稳定。双方的紧张关系正在升级，很可能导致更大规模的冲突爆发。
许多国家和地区纷纷发表声明，敦促各方保持克制，并呼吁通过外交途径寻求和平解决方案。同时，一些国际组织也开始调动力量，试图在这个危急时刻发挥调解的作用，为双方提供协助和支持，以期达成持久的停火。
战火再次重燃给加沙地区带来了人道危机。人员伤亡、破坏和紧张的局势，使那里的人们生活在极端困难的环境下。长期以来，加沙地区一直存在各种复杂的问题，如土地争端、人权问题等，这使得实现长期和平解决方案变得异常困难。然而，面对当前的战火危机，国际社会和各方势力应该共同努力，寻求可行的解决方案，并为加沙地区提供必要的援助和支持，既缓解人道危机，又创造和平稳定的环境。这是实现长期和平的唯一途径。
尽管巴勒斯坦的悲剧在社交媒体上被广泛传播和分享，全球社会对于这样的事件却表现出令人失望的冷漠态度。被各种政治、经济和意识形态的因素所左右，许多国家和人民对于巴勒斯坦的疾苦似乎选择了视而不见。
在这样的背景下，巴勒斯坦人的痛苦逐渐变成了无人问津的数字。他们的苦难成为了遥远而陌生的故事，被埋没在繁忙的新闻标题之中。
据媒体报道，在以色列最新一轮轰炸中，巴勒斯坦失去了一位杰出科学家，加沙伊斯兰大学的校长塔耶被炸死。塔耶是一位备受尊敬的物理学教授，他曾参与众多研究项目并在学术界享有盛誉。他的离世使得科学界和整个巴勒斯坦社会陷入深深的哀悼之中。
塔耶是一名物理学教授，据斯坦福大学参与的一项研究报告，塔耶教授名列世界上最杰出的2%科学家之中。他在物理学领域有着卓越的成就，被认为是世界上最杰出的科学家之一。他的研究成果涉及到多个领域，对科学界和社会有着重要的贡献。然而，他选择留在加沙，为该地区的教育事业做出了巨大的牺牲。
以色列方面表示，他们的轰炸行动是为了打击哈马斯组织的军事能力和摧毁他们的军事基础设施。然而，在这场轰炸中，无辜的巴勒斯坦人成为最大的受害者。
面对以色列的轰炸，哈马斯组织并没有屈服，他们依然不断地发射火箭弹袭击以色列。哈马斯表示，他们的火箭袭击是为了抵抗以色列的侵略和保护巴勒斯坦人民的权益。这种持续的火箭袭击加剧了双方冲突的复杂性，使得和平进程更加困难。
双方的冲突进一步升级，爆炸和杀戮不断发生。城市变成了火海，无辜的平民成为这场冲突的最大牺牲品。无论是以色列的轰炸还是哈马斯的火箭袭击，都给巴勒斯坦和以色列的民众带来了巨大的苦难。局势的恶化使得实现和平的希望越来越渺茫。
面对局势的升级和无辜生命的丧失，人们对未来充满了担忧和不安。停火的实现只是解决冲突的第一步，真正的和平仍然存在巨大的障碍和挑战。在这个充满痛苦和悲伤的时刻，我们期待国际社会能够共同努力，为实现巴以之间的和平解决方案找到有效的途径，让人们重新获得安全与稳定的生活。
以色列还同时对黎巴嫩、叙利亚目标发动了空袭。
黎巴嫩和叙利亚成为以色列的空袭目标并非偶然。长期以来，以色列认为黎巴嫩和叙利亚与其安全形势存在一定的威胁，因此采取了预防性的防御行动。黎巴嫩与以色列交界地区存在边界争议和恐怖组织活动，而叙利亚则涉及到伊朗与以色列的地区影响力争夺。以色列通过对这两个国家的空袭行动，试图确保自身的国家安全和利益。
在这场充满紧张和对抗的冲突中，哈马斯方面表态表示，在加沙停火和以色列侵略结束之前，他们不会再进行囚犯交换协议。这一表态显示出哈马斯方面对以色列的强硬立场和坚决抵抗的决心。坚持通过抵抗和对抗来维护巴勒斯坦人民的权益。
这场冲突不仅对叙利亚、黎巴嫩和以色列三国的局势产生影响，同时也牵动着整个中东地区的稳定与和平。随着冲突的升级，国际社会也日益表达对于局势的关切和呼吁。中东地区的和平与稳定对于全球的经济和安全都具有重要意义，因此各方应紧急寻求通过对话和谈判解决分歧，以实现地区的长期和平与发展。
在这场充满紧张和对抗的冲突背景下，加沙的局势仍然严峻，中东地区的和平与稳定任务艰巨。国际社会积极发挥调解和斡旋的作用，以推动双方的对话与合作，实现和平稳定的可持续发展。只有通过共同的努力，中东地区才能够迈向更加繁荣和和谐的未来。
除了法国，许多欧洲国家也对加沙地带的冲突表达了严重担忧，并与以色列之间的关系开始紧张起来。西班牙、爱尔兰等国家对以色列的行动表示极度谴责，认为其对巴勒斯坦人民的暴力行为严重违反国际人道法，并要求以色列立即停止军事打击。
面对加沙地带冲突的升级，一些欧洲国家甚至考虑相互召回大使，以表示对以色列行动的谴责。这一行动的目的在于向以色列政府施压，促使其尽快停止军事行动，减少平民伤亡，并推动各方寻求和平与合作的解决方案。
这种与以色列的激烈争吵以及相互召回大使的做法不仅体现了欧洲国家对加沙暴力冲突的不满，更是对以色列政府未能有效控制局势、保护平民的严厉抨击。欧洲国家希望通过这种方式施加压力，推动各方回到对话谈判的桌面上，寻求冲突的和平解决途径。",2023/12/4 0:36,广东,1,wangyi
68,以色列重启对加沙的军事行动,"导火索与双方立场
这一军事行动的背后，有着复杂的政治、宗教和地缘因素。回顾加沙停火协议的破裂，首先需要审视双方立场的根本分歧。以色列强调对本土安全的执念，对哈马斯武装活动的严厉反应被视为保护国家安全的必要手段。而哈马斯则强调抵抗以色列的合法性，认为以色列的封锁和控制是对巴勒斯坦人权利的侵犯。
哈马斯的地下策略
哈马斯一直以来在冲突中采用地道战术，将其地下通道网络视为对以色列最有效的抵抗手段之一。这不仅为哈马斯提供了灵活性和出其不意的能力，也使得以色列在军事打击中面临更为复杂的局面。对哈马斯地道的打击，被以色列视为对其战略威胁的必要回应，但也引发了国际社会的关切，尤其是关于平民安全的问题。
中东局势再度波谲云诡
在中东这片复杂多变的地区，任何一次冲突都不仅仅是地区内部的问题，更是各方势力角力的结果。以色列和哈马斯之间的冲突往往涉及到众多地缘政治因素，包括但不限于伊朗、沙特阿拉伯、埃及等国的角力。这使得冲突不仅仅是双方之间的对抗，更是地区大国之间的博弈，地缘政治的纷争在其中交织成为一张错综复杂的棋盘。
呼吁克制与寻求解决方案
随着紧张局势再度升级，国际社会纷纷表达对冲突的关切。联合国秘书长发表声明，呼吁各方保持克制，避免平民伤亡。多国领导人表示对冲突深感忧虑，强调通过对话与谈判解决分歧的重要性。然而，面对复杂的中东局势，国际社会在如何有效介入以化解冲突方面仍然面临重重挑战。
国际社会责任的呼唤
在冲突爆发的背后，最令人担忧的是平民的处境。撤离传单的空投表明以色列试图减少平民伤亡，但这并不能掩盖冲突对平民的巨大影响。人道主义组织已经开始呼吁国际社会提供援助，确保受到影响的平民得到必要的救援和支持。国际社会在这一时刻更需团结一致，履行对巴勒斯坦地区人民的保护责任。
巴以问题的解决之道
当前的冲突只是巴以问题长期存在的症结之一。要实现中东地区的长治久安，需要深入思考并解决涉及巴勒斯坦人民和以色列国家利益的根本性问题。只有通过包容性的对话与谈判，各方才能找到平等、公正、可持续的解决方案。国际社会在此扮演着至关重要的角色，促进各方建立信任，寻求共同的未来愿景。
迎难而上，共创和平未来
面对中东再次爆发的紧张局势，各方应当保持冷静与克制，摒弃敌对对抗，转向对话与合作。冲突解决的根本途径在于各方共同努力，通过对话与谈判找到妥协点，实现长期和平。国际社会应当加大调解与支持力度，为中东地区的稳定与繁荣共同努力。",2023/12/4 0:39,广东,1,wangyi
69,军事风云：以军强势反击，加沙烟云弥漫,"战火再起：以色列军队震撼开战
在中东的战火烽烟中，2023年12月1日，加沙地带南部拉法成为新一轮军事行动的焦点。以色列军队强势展开军事行动，利用精密的空袭手段，让加沙的天空瞬间弥漫浓烟，战争的硝烟再度升腾。
紧张局势：停火瞬间破裂，哈马斯成焦点
当地时间上午7时，原本临时的停火协议被拉开序幕。巴勒斯坦伊斯兰抵抗运动（哈马斯）未履行释放被扣押妇女的承诺，以色列总理办公室当即发表声明，痛斥哈马斯违反停火协议，并指责其向以色列发射火箭弹。紧张局势再度升级，中东战区再次成为国际关注的焦点。
战区扩大：以军决心剿灭哈马斯势力
同一天，在加沙地带南部城市汗尤尼斯，人们在以军的空袭下陷入紧急救援。以色列总理办公室在声明中明确表示，随着军事冲突的重新点燃，以色列军队将全力以赴实现释放被扣押人员、剿灭哈马斯、确保加沙不再构成以色列居民的威胁等目标。战区范围扩大，军事行动进入新的阶段。
战果与代价：加沙深陷苦难，国际社会关切
在以色列军队的军事行动中，加沙地带南部汗尤尼斯成为主要袭击目标，数百名受伤的巴勒斯坦人急需医疗救治。巴勒斯坦卫生部门发布声明称，至少有178人丧生，589人受伤，伤亡者中多数为妇女和儿童。巴勒斯坦总统府发表谴责声明，指责以色列军队对加沙地带的军事行动。国际社会对这场军事冲突表达关切，争议再次激起，中东的未来充满变数。",2023/12/4 4:43,广东,1,wangyi
